# schema=range-replay-measurement/v1
# complete=true
# cache_condition=warm_after_one_warmup_per_row
# data_file=/tmp/range-replay-vps.1fRZZs/data-2g.bin
# data_file_bytes=2147483648
# required_data_bytes=805502975
# logical_bytes_per_workload=268435456
# warmups_per_row=1
# measured_repetitions=8
# max_byte_budget_depth=16
# clock_ticks_per_second=100
workload	pattern	backend	submitted_depth	phase	repetition	logical_range_bytes	read_size_bytes	byte_budget_bytes	logical_bytes	physical_bytes	physical_operations	elapsed_ns	user_cpu_ticks	system_cpu_ticks	cpu_ns	throughput_bytes_per_second	output_sha256	bytes_equal_to_pread
sequential_64k	mostly_sequential	io_uring	4	measured	8	65536	65536	1048576	268435456	268435456	4096	120411175	7	5	120000000	2229323449	1227dbe3e71ed7fab25e8d7ab81ad761ca7d1dd6e176ab1e212a72f6bf41e978	true
scattered_64k	scattered	pread	1	warmup	0	65536	65536	1048576	268435456	268435456	4096	134325042	10	4	140000000	1998402174	6824892756d0a7d8eeaad512a2daacb58cca034b45bcbf7736367cea7609b954	true
scattered_64k	scattered	io_uring	1	warmup	0	65536	65536	1048576	268435456	268435456	4096	127128272	9	4	130000000	2111532326	6824892756d0a7d8eeaad512a2daacb58cca034b45bcbf7736367cea7609b954	true
scattered_64k	scattered	io_uring	4	warmup	0	65536	65536	1048576	268435456	268435456	4096	129781581	8	5	130000000	2068363275	6824892756d0a7d8eeaad512a2daacb58cca034b45bcbf7736367cea7609b954	true
scattered_64k	scattered	io_uring	16	warmup	0	65536	65536	1048576	268435456	268435456	4096	118106734	9	3	120000000	2272820921	6824892756d0a7d8eeaad512a2daacb58cca034b45bcbf7736367cea7609b954	true
scattered_64k	scattered	pread	1	measured	1	65536	65536	1048576	268435456	268435456	4096	146393088	10	5	150000000	1833662092	6824892756d0a7d8eeaad512a2daacb58cca034b45bcbf7736367cea7609b954	true
scattered_64k	scattered	io_uring	1	measured	1	65536	65536	1048576	268435456	268435456	4096	131926046	9	4	130000000	2034741918	6824892756d0a7d8eeaad512a2daacb58cca034b45bcbf7736367cea7609b954	true
scattered_64k	scattered	io_uring	4	measured	1	65536	65536	1048576	268435456	268435456	4096	180459100	15	3	180000000	1487514101	6824892756d0a7d8eeaad512a2daacb58cca034b45bcbf7736367cea7609b954	true
scattered_64k	scattered	io_uring	16	measured	1	65536	65536	1048576	268435456	268435456	4096	167703386	13	4	170000000	1600656148	6824892756d0a7d8eeaad512a2daacb58cca034b45bcbf7736367cea7609b954	true
scattered_64k	scattered	io_uring	1	measured	2	65536	65536	1048576	268435456	268435456	4096	158204389	11	5	160000000	1696763646	6824892756d0a7d8eeaad512a2daacb58cca034b45bcbf7736367cea7609b954	true
scattered_64k	scattered	io_uring	4	measured	2	65536	65536	1048576	268435456	268435456	4096	128729447	9	5	140000000	2085268462	6824892756d0a7d8eeaad512a2daacb58cca034b45bcbf7736367cea7609b954	true
scattered_64k	scattered	io_uring	16	measured	2	65536	65536	1048576	268435456	268435456	4096	352823242	32	4	360000000	760821352	6824892756d0a7d8eeaad512a2daacb58cca034b45bcbf7736367cea7609b954	true
scattered_64k	scattered	pread	1	measured	2	65536	65536	1048576	268435456	268435456	4096	368443709	33	3	360000000	728565719	6824892756d0a7d8eeaad512a2daacb58cca034b45bcbf7736367cea7609b954	true
scattered_64k	scattered	io_uring	4	measured	3	65536	65536	1048576	268435456	268435456	4096	417852139	38	4	420000000	642417331	6824892756d0a7d8eeaad512a2daacb58cca034b45bcbf7736367cea7609b954	true
scattered_64k	scattered	io_uring	16	measured	3	65536	65536	1048576	268435456	268435456	4096	251062442	23	1	240000000	1069197980	6824892756d0a7d8eeaad512a2daacb58cca034b45bcbf7736367cea7609b954	true
scattered_64k	scattered	pread	1	measured	3	65536	65536	1048576	268435456	268435456	4096	315980374	27	4	310000000	849532053	6824892756d0a7d8eeaad512a2daacb58cca034b45bcbf7736367cea7609b954	true
scattered_64k	scattered	io_uring	1	measured	3	65536	65536	1048576	268435456	268435456	4096	147281308	11	4	150000000	1822603693	6824892756d0a7d8eeaad512a2daacb58cca034b45bcbf7736367cea7609b954	true
scattered_64k	scattered	io_uring	16	measured	4	65536	65536	1048576	268435456	268435456	4096	245656099	21	3	240000000	1092728644	6824892756d0a7d8eeaad512a2daacb58cca034b45bcbf7736367cea7609b954	true
scattered_64k	scattered	pread	1	measured	4	65536	65536	1048576	268435456	268435456	4096	182795399	14	5	190000000	1468502256	6824892756d0a7d8eeaad512a2daacb58cca034b45bcbf7736367cea7609b954	true
scattered_64k	scattered	io_uring	1	measured	4	65536	65536	1048576	268435456	268435456	4096	144388635	11	4	150000000	1859117623	6824892756d0a7d8eeaad512a2daacb58cca034b45bcbf7736367cea7609b954	true
scattered_64k	scattered	io_uring	4	measured	4	65536	65536	1048576	268435456	268435456	4096	145484922	10	5	150000000	1845108429	6824892756d0a7d8eeaad512a2daacb58cca034b45bcbf7736367cea7609b954	true
scattered_64k	scattered	pread	1	measured	5	65536	65536	1048576	268435456	268435456	4096	233633797	21	2	230000000	1148958153	6824892756d0a7d8eeaad512a2daacb58cca034b45bcbf7736367cea7609b954	true
scattered_64k	scattered	io_uring	1	measured	5	65536	65536	1048576	268435456	268435456	4096	133248191	9	5	140000000	2014552347	6824892756d0a7d8eeaad512a2daacb58cca034b45bcbf7736367cea7609b954	true
scattered_64k	scattered	io_uring	4	measured	5	65536	65536	1048576	268435456	268435456	4096	177837349	13	4	170000000	1509443643	6824892756d0a7d8eeaad512a2daacb58cca034b45bcbf7736367cea7609b954	true
scattered_64k	scattered	io_uring	16	measured	5	65536	65536	1048576	268435456	268435456	4096	141127918	9	5	140000000	1902071962	6824892756d0a7d8eeaad512a2daacb58cca034b45bcbf7736367cea7609b954	true
scattered_64k	scattered	io_uring	1	measured	6	65536	65536	1048576	268435456	268435456	4096	176829497	13	5	180000000	1518046822	6824892756d0a7d8eeaad512a2daacb58cca034b45bcbf7736367cea7609b954	true
scattered_64k	scattered	io_uring	4	measured	6	65536	65536	1048576	268435456	268435456	4096	173754996	13	4	170000000	1544907842	6824892756d0a7d8eeaad512a2daacb58cca034b45bcbf7736367cea7609b954	true
scattered_64k	scattered	io_uring	16	measured	6	65536	65536	1048576	268435456	268435456	4096	119344233	7	4	110000000	2249253686	6824892756d0a7d8eeaad512a2daacb58cca034b45bcbf7736367cea7609b954	true
scattered_64k	scattered	pread	1	measured	6	65536	65536	1048576	268435456	268435456	4096	135566608	10	4	140000000	1980100114	6824892756d0a7d8eeaad512a2daacb58cca034b45bcbf7736367cea7609b954	true
scattered_64k	scattered	io_uring	4	measured	7	65536	65536	1048576	268435456	268435456	4096	130539319	9	4	130000000	2056357104	6824892756d0a7d8eeaad512a2daacb58cca034b45bcbf7736367cea7609b954	true
scattered_64k	scattered	io_uring	16	measured	7	65536	65536	1048576	268435456	268435456	4096	141542458	8	5	130000000	1896501302	6824892756d0a7d8eeaad512a2daacb58cca034b45bcbf7736367cea7609b954	true
scattered_64k	scattered	pread	1	measured	7	65536	65536	1048576	268435456	268435456	4096	175758648	14	4	180000000	1527295863	6824892756d0a7d8eeaad512a2daacb58cca034b45bcbf7736367cea7609b954	true
scattered_64k	scattered	io_uring	1	measured	7	65536	65536	1048576	268435456	268435456	4096	128465597	9	5	140000000	2089551306	6824892756d0a7d8eeaad512a2daacb58cca034b45bcbf7736367cea7609b954	true
scattered_64k	scattered	io_uring	16	measured	8	65536	65536	1048576	268435456	268435456	4096	145655007	10	4	140000000	1842953850	6824892756d0a7d8eeaad512a2daacb58cca034b45bcbf7736367cea7609b954	true
scattered_64k	scattered	pread	1	measured	8	65536	65536	1048576	268435456	268435456	4096	133105426	10	4	140000000	2016713097	6824892756d0a7d8eeaad512a2daacb58cca034b45bcbf7736367cea7609b954	true
scattered_64k	scattered	io_uring	1	measured	8	65536	65536	1048576	268435456	268435456	4096	124876449	8	4	120000000	2149608338	6824892756d0a7d8eeaad512a2daacb58cca034b45bcbf7736367cea7609b954	true
scattered_64k	scattered	io_uring	4	measured	8	65536	65536	1048576	268435456	268435456	4096	134146730	10	4	140000000	2001058512	6824892756d0a7d8eeaad512a2daacb58cca034b45bcbf7736367cea7609b954	true
sequential_1m	mostly_sequential	pread	1	warmup	0	1048576	1048576	16777216	268435456	268435456	256	111866332	7	5	120000000	2399608990	0326de2caf761b038cc65b8371320c72c8a03d553d2d7d6cf1da2a4bd970e93f	true
sequential_1m	mostly_sequential	io_uring	1	warmup	0	1048576	1048576	16777216	268435456	268435456	256	98649260	6	4	100000000	2721109676	0326de2caf761b038cc65b8371320c72c8a03d553d2d7d6cf1da2a4bd970e93f	true
sequential_1m	mostly_sequential	io_uring	4	warmup	0	1048576	1048576	16777216	268435456	268435456	256	82290652	4	4	80000000	3262040699	0326de2caf761b038cc65b8371320c72c8a03d553d2d7d6cf1da2a4bd970e93f	true
sequential_1m	mostly_sequential	io_uring	16	warmup	0	1048576	1048576	16777216	268435456	268435456	256	100086040	4	6	100000000	2682046926	0326de2caf761b038cc65b8371320c72c8a03d553d2d7d6cf1da2a4bd970e93f	true
sequential_1m	mostly_sequential	pread	1	measured	1	1048576	1048576	16777216	268435456	268435456	256	92688628	5	4	90000000	2896099141	0326de2caf761b038cc65b8371320c72c8a03d553d2d7d6cf1da2a4bd970e93f	true
sequential_1m	mostly_sequential	io_uring	1	measured	1	1048576	1048576	16777216	268435456	268435456	256	80376187	4	4	80000000	3339738621	0326de2caf761b038cc65b8371320c72c8a03d553d2d7d6cf1da2a4bd970e93f	true
sequential_1m	mostly_sequential	io_uring	4	measured	1	1048576	1048576	16777216	268435456	268435456	256	79146962	4	4	80000000	3391607829	0326de2caf761b038cc65b8371320c72c8a03d553d2d7d6cf1da2a4bd970e93f	true
sequential_1m	mostly_sequential	io_uring	16	measured	1	1048576	1048576	16777216	268435456	268435456	256	95177030	5	4	90000000	2820380673	0326de2caf761b038cc65b8371320c72c8a03d553d2d7d6cf1da2a4bd970e93f	true
sequential_1m	mostly_sequential	io_uring	1	measured	2	1048576	1048576	16777216	268435456	268435456	256	78345204	4	3	70000000	3426316383	0326de2caf761b038cc65b8371320c72c8a03d553d2d7d6cf1da2a4bd970e93f	true
sequential_1m	mostly_sequential	io_uring	4	measured	2	1048576	1048576	16777216	268435456	268435456	256	80704677	5	4	90000000	3326144976	0326de2caf761b038cc65b8371320c72c8a03d553d2d7d6cf1da2a4bd970e93f	true
sequential_1m	mostly_sequential	io_uring	16	measured	2	1048576	1048576	16777216	268435456	268435456	256	111814376	7	4	110000000	2400723999	0326de2caf761b038cc65b8371320c72c8a03d553d2d7d6cf1da2a4bd970e93f	true
sequential_1m	mostly_sequential	pread	1	measured	2	1048576	1048576	16777216	268435456	268435456	256	91552297	5	5	100000000	2932045014	0326de2caf761b038cc65b8371320c72c8a03d553d2d7d6cf1da2a4bd970e93f	true
sequential_1m	mostly_sequential	io_uring	4	measured	3	1048576	1048576	16777216	268435456	268435456	256	92537899	6	3	90000000	2900816410	0326de2caf761b038cc65b8371320c72c8a03d553d2d7d6cf1da2a4bd970e93f	true
sequential_1m	mostly_sequential	io_uring	16	measured	3	1048576	1048576	16777216	268435456	268435456	256	91050445	5	5	100000000	2948205865	0326de2caf761b038cc65b8371320c72c8a03d553d2d7d6cf1da2a4bd970e93f	true
sequential_1m	mostly_sequential	pread	1	measured	3	1048576	1048576	16777216	268435456	268435456	256	91020149	5	4	90000000	2949187173	0326de2caf761b038cc65b8371320c72c8a03d553d2d7d6cf1da2a4bd970e93f	true
sequential_1m	mostly_sequential	io_uring	1	measured	3	1048576	1048576	16777216	268435456	268435456	256	78391409	5	4	90000000	3424296863	0326de2caf761b038cc65b8371320c72c8a03d553d2d7d6cf1da2a4bd970e93f	true
sequential_1m	mostly_sequential	io_uring	16	measured	4	1048576	1048576	16777216	268435456	268435456	256	93271902	5	4	90000000	2877988442	0326de2caf761b038cc65b8371320c72c8a03d553d2d7d6cf1da2a4bd970e93f	true
sequential_1m	mostly_sequential	pread	1	measured	4	1048576	1048576	16777216	268435456	268435456	256	97485308	5	5	100000000	2753599096	0326de2caf761b038cc65b8371320c72c8a03d553d2d7d6cf1da2a4bd970e93f	true
sequential_1m	mostly_sequential	io_uring	1	measured	4	1048576	1048576	16777216	268435456	268435456	256	99425783	6	4	100000000	2699857601	0326de2caf761b038cc65b8371320c72c8a03d553d2d7d6cf1da2a4bd970e93f	true
sequential_1m	mostly_sequential	io_uring	4	measured	4	1048576	1048576	16777216	268435456	268435456	256	106975958	7	4	110000000	2509306399	0326de2caf761b038cc65b8371320c72c8a03d553d2d7d6cf1da2a4bd970e93f	true
sequential_1m	mostly_sequential	pread	1	measured	5	1048576	1048576	16777216	268435456	268435456	256	107244656	6	5	110000000	2503019413	0326de2caf761b038cc65b8371320c72c8a03d553d2d7d6cf1da2a4bd970e93f	true
sequential_1m	mostly_sequential	io_uring	1	measured	5	1048576	1048576	16777216	268435456	268435456	256	83879354	4	4	80000000	3200256597	0326de2caf761b038cc65b8371320c72c8a03d553d2d7d6cf1da2a4bd970e93f	true
sequential_1m	mostly_sequential	io_uring	4	measured	5	1048576	1048576	16777216	268435456	268435456	256	79713195	4	5	90000000	3367515955	0326de2caf761b038cc65b8371320c72c8a03d553d2d7d6cf1da2a4bd970e93f	true
sequential_1m	mostly_sequential	io_uring	16	measured	5	1048576	1048576	16777216	268435456	268435456	256	144939569	11	3	140000000	1852050877	0326de2caf761b038cc65b8371320c72c8a03d553d2d7d6cf1da2a4bd970e93f	true
sequential_1m	mostly_sequential	io_uring	1	measured	6	1048576	1048576	16777216	268435456	268435456	256	81763523	5	4	90000000	3283071058	0326de2caf761b038cc65b8371320c72c8a03d553d2d7d6cf1da2a4bd970e93f	true
sequential_1m	mostly_sequential	io_uring	4	measured	6	1048576	1048576	16777216	268435456	268435456	256	84060631	4	4	80000000	3193355234	0326de2caf761b038cc65b8371320c72c8a03d553d2d7d6cf1da2a4bd970e93f	true
sequential_1m	mostly_sequential	io_uring	16	measured	6	1048576	1048576	16777216	268435456	268435456	256	98672384	5	5	100000000	2720471981	0326de2caf761b038cc65b8371320c72c8a03d553d2d7d6cf1da2a4bd970e93f	true
sequential_1m	mostly_sequential	pread	1	measured	6	1048576	1048576	16777216	268435456	268435456	256	96046115	5	5	100000000	2794860114	0326de2caf761b038cc65b8371320c72c8a03d553d2d7d6cf1da2a4bd970e93f	true
sequential_1m	mostly_sequential	io_uring	4	measured	7	1048576	1048576	16777216	268435456	268435456	256	77558873	5	3	80000000	3461054107	0326de2caf761b038cc65b8371320c72c8a03d553d2d7d6cf1da2a4bd970e93f	true
sequential_1m	mostly_sequential	io_uring	16	measured	7	1048576	1048576	16777216	268435456	268435456	256	94076747	6	4	100000000	2853366687	0326de2caf761b038cc65b8371320c72c8a03d553d2d7d6cf1da2a4bd970e93f	true
sequential_1m	mostly_sequential	pread	1	measured	7	1048576	1048576	16777216	268435456	268435456	256	95817179	6	4	100000000	2801537874	0326de2caf761b038cc65b8371320c72c8a03d553d2d7d6cf1da2a4bd970e93f	true
sequential_1m	mostly_sequential	io_uring	1	measured	7	1048576	1048576	16777216	268435456	268435456	256	79331586	4	4	80000000	3383714728	0326de2caf761b038cc65b8371320c72c8a03d553d2d7d6cf1da2a4bd970e93f	true
sequential_1m	mostly_sequential	io_uring	16	measured	8	1048576	1048576	16777216	268435456	268435456	256	104503935	6	5	110000000	2568663620	0326de2caf761b038cc65b8371320c72c8a03d553d2d7d6cf1da2a4bd970e93f	true
sequential_1m	mostly_sequential	pread	1	measured	8	1048576	1048576	16777216	268435456	268435456	256	104709899	6	5	110000000	2563611067	0326de2caf761b038cc65b8371320c72c8a03d553d2d7d6cf1da2a4bd970e93f	true
sequential_1m	mostly_sequential	io_uring	1	measured	8	1048576	1048576	16777216	268435456	268435456	256	78372615	4	4	80000000	3425118021	0326de2caf761b038cc65b8371320c72c8a03d553d2d7d6cf1da2a4bd970e93f	true
sequential_1m	mostly_sequential	io_uring	4	measured	8	1048576	1048576	16777216	268435456	268435456	256	82718849	4	4	80000000	3245154632	0326de2caf761b038cc65b8371320c72c8a03d553d2d7d6cf1da2a4bd970e93f	true
scattered_1m	scattered	pread	1	warmup	0	1048576	1048576	16777216	268435456	268435456	256	94041621	6	3	90000000	2854432464	0d55130b37f2b46098cc6e7bf6f5ba5f04cf7db500bb2f51c13731d71ecbb86e	true
scattered_1m	scattered	io_uring	1	warmup	0	1048576	1048576	16777216	268435456	268435456	256	72951795	4	3	70000000	3679627841	0d55130b37f2b46098cc6e7bf6f5ba5f04cf7db500bb2f51c13731d71ecbb86e	true
scattered_1m	scattered	io_uring	4	warmup	0	1048576	1048576	16777216	268435456	268435456	256	71556503	4	2	60000000	3751377509	0d55130b37f2b46098cc6e7bf6f5ba5f04cf7db500bb2f51c13731d71ecbb86e	true
scattered_1m	scattered	io_uring	16	warmup	0	1048576	1048576	16777216	268435456	268435456	256	85571088	4	4	80000000	3136987763	0d55130b37f2b46098cc6e7bf6f5ba5f04cf7db500bb2f51c13731d71ecbb86e	true
scattered_1m	scattered	pread	1	measured	1	1048576	1048576	16777216	268435456	268435456	256	119766859	9	3	120000000	2241316656	0d55130b37f2b46098cc6e7bf6f5ba5f04cf7db500bb2f51c13731d71ecbb86e	true
scattered_1m	scattered	io_uring	1	measured	1	1048576	1048576	16777216	268435456	268435456	256	98729309	7	3	100000000	2718903421	0d55130b37f2b46098cc6e7bf6f5ba5f04cf7db500bb2f51c13731d71ecbb86e	true
scattered_1m	scattered	io_uring	4	measured	1	1048576	1048576	16777216	268435456	268435456	256	99386660	7	4	110000000	2700920385	0d55130b37f2b46098cc6e7bf6f5ba5f04cf7db500bb2f51c13731d71ecbb86e	true
scattered_1m	scattered	io_uring	16	measured	1	1048576	1048576	16777216	268435456	268435456	256	103950479	7	3	100000000	2582339769	0d55130b37f2b46098cc6e7bf6f5ba5f04cf7db500bb2f51c13731d71ecbb86e	true
scattered_1m	scattered	io_uring	1	measured	2	1048576	1048576	16777216	268435456	268435456	256	94205015	6	4	100000000	2849481590	0d55130b37f2b46098cc6e7bf6f5ba5f04cf7db500bb2f51c13731d71ecbb86e	true
scattered_1m	scattered	io_uring	4	measured	2	1048576	1048576	16777216	268435456	268435456	256	81114188	5	3	80000000	3309352686	0d55130b37f2b46098cc6e7bf6f5ba5f04cf7db500bb2f51c13731d71ecbb86e	true
scattered_1m	scattered	io_uring	16	measured	2	1048576	1048576	16777216	268435456	268435456	256	86163267	5	4	90000000	3115428016	0d55130b37f2b46098cc6e7bf6f5ba5f04cf7db500bb2f51c13731d71ecbb86e	true
scattered_1m	scattered	pread	1	measured	2	1048576	1048576	16777216	268435456	268435456	256	90957602	6	3	90000000	2951215182	0d55130b37f2b46098cc6e7bf6f5ba5f04cf7db500bb2f51c13731d71ecbb86e	true
scattered_1m	scattered	io_uring	4	measured	3	1048576	1048576	16777216	268435456	268435456	256	86220713	5	3	80000000	3113352310	0d55130b37f2b46098cc6e7bf6f5ba5f04cf7db500bb2f51c13731d71ecbb86e	true
scattered_1m	scattered	io_uring	16	measured	3	1048576	1048576	16777216	268435456	268435456	256	87206955	4	4	80000000	3078142746	0d55130b37f2b46098cc6e7bf6f5ba5f04cf7db500bb2f51c13731d71ecbb86e	true
scattered_1m	scattered	pread	1	measured	3	1048576	1048576	16777216	268435456	268435456	256	86549905	6	2	80000000	3101510694	0d55130b37f2b46098cc6e7bf6f5ba5f04cf7db500bb2f51c13731d71ecbb86e	true
scattered_1m	scattered	io_uring	1	measured	3	1048576	1048576	16777216	268435456	268435456	256	72031115	4	4	80000000	3726659735	0d55130b37f2b46098cc6e7bf6f5ba5f04cf7db500bb2f51c13731d71ecbb86e	true
scattered_1m	scattered	io_uring	16	measured	4	1048576	1048576	16777216	268435456	268435456	256	84915509	5	4	90000000	3161206464	0d55130b37f2b46098cc6e7bf6f5ba5f04cf7db500bb2f51c13731d71ecbb86e	true
scattered_1m	scattered	pread	1	measured	4	1048576	1048576	16777216	268435456	268435456	256	116823200	9	3	120000000	2297792356	0d55130b37f2b46098cc6e7bf6f5ba5f04cf7db500bb2f51c13731d71ecbb86e	true
scattered_1m	scattered	io_uring	1	measured	4	1048576	1048576	16777216	268435456	268435456	256	71070009	4	2	60000000	3777056732	0d55130b37f2b46098cc6e7bf6f5ba5f04cf7db500bb2f51c13731d71ecbb86e	true
scattered_1m	scattered	io_uring	4	measured	4	1048576	1048576	16777216	268435456	268435456	256	73402813	4	4	80000000	3657018648	0d55130b37f2b46098cc6e7bf6f5ba5f04cf7db500bb2f51c13731d71ecbb86e	true
scattered_1m	scattered	pread	1	measured	5	1048576	1048576	16777216	268435456	268435456	256	86339504	5	3	80000000	3109068775	0d55130b37f2b46098cc6e7bf6f5ba5f04cf7db500bb2f51c13731d71ecbb86e	true
scattered_1m	scattered	io_uring	1	measured	5	1048576	1048576	16777216	268435456	268435456	256	72263897	4	4	80000000	3714655134	0d55130b37f2b46098cc6e7bf6f5ba5f04cf7db500bb2f51c13731d71ecbb86e	true
scattered_1m	scattered	io_uring	4	measured	5	1048576	1048576	16777216	268435456	268435456	256	85247986	5	3	80000000	3148877394	0d55130b37f2b46098cc6e7bf6f5ba5f04cf7db500bb2f51c13731d71ecbb86e	true
scattered_1m	scattered	io_uring	16	measured	5	1048576	1048576	16777216	268435456	268435456	256	105685502	7	3	100000000	2539945885	0d55130b37f2b46098cc6e7bf6f5ba5f04cf7db500bb2f51c13731d71ecbb86e	true
scattered_1m	scattered	io_uring	1	measured	6	1048576	1048576	16777216	268435456	268435456	256	75055272	5	3	80000000	3576503673	0d55130b37f2b46098cc6e7bf6f5ba5f04cf7db500bb2f51c13731d71ecbb86e	true
scattered_1m	scattered	io_uring	4	measured	6	1048576	1048576	16777216	268435456	268435456	256	75160898	5	3	80000000	3571477498	0d55130b37f2b46098cc6e7bf6f5ba5f04cf7db500bb2f51c13731d71ecbb86e	true
scattered_1m	scattered	io_uring	16	measured	6	1048576	1048576	16777216	268435456	268435456	256	90571956	5	4	90000000	2963781150	0d55130b37f2b46098cc6e7bf6f5ba5f04cf7db500bb2f51c13731d71ecbb86e	true
scattered_1m	scattered	pread	1	measured	6	1048576	1048576	16777216	268435456	268435456	256	96924847	6	3	90000000	2769521586	0d55130b37f2b46098cc6e7bf6f5ba5f04cf7db500bb2f51c13731d71ecbb86e	true
scattered_1m	scattered	io_uring	4	measured	7	1048576	1048576	16777216	268435456	268435456	256	83864847	5	3	80000000	3200810179	0d55130b37f2b46098cc6e7bf6f5ba5f04cf7db500bb2f51c13731d71ecbb86e	true
scattered_1m	scattered	io_uring	16	measured	7	1048576	1048576	16777216	268435456	268435456	256	89771489	5	4	90000000	2990208350	0d55130b37f2b46098cc6e7bf6f5ba5f04cf7db500bb2f51c13731d71ecbb86e	true
scattered_1m	scattered	pread	1	measured	7	1048576	1048576	16777216	268435456	268435456	256	87365520	4	4	80000000	3072556038	0d55130b37f2b46098cc6e7bf6f5ba5f04cf7db500bb2f51c13731d71ecbb86e	true
scattered_1m	scattered	io_uring	1	measured	7	1048576	1048576	16777216	268435456	268435456	256	73658017	4	3	70000000	3644348123	0d55130b37f2b46098cc6e7bf6f5ba5f04cf7db500bb2f51c13731d71ecbb86e	true
scattered_1m	scattered	io_uring	16	measured	8	1048576	1048576	16777216	268435456	268435456	256	88885673	5	4	90000000	3020008140	0d55130b37f2b46098cc6e7bf6f5ba5f04cf7db500bb2f51c13731d71ecbb86e	true
scattered_1m	scattered	pread	1	measured	8	1048576	1048576	16777216	268435456	268435456	256	85778001	5	4	90000000	3129420747	0d55130b37f2b46098cc6e7bf6f5ba5f04cf7db500bb2f51c13731d71ecbb86e	true
scattered_1m	scattered	io_uring	1	measured	8	1048576	1048576	16777216	268435456	268435456	256	72214576	4	3	70000000	3717192163	0d55130b37f2b46098cc6e7bf6f5ba5f04cf7db500bb2f51c13731d71ecbb86e	true
scattered_1m	scattered	io_uring	4	measured	8	1048576	1048576	16777216	268435456	268435456	256	74177081	4	3	70000000	3618846311	0d55130b37f2b46098cc6e7bf6f5ba5f04cf7db500bb2f51c13731d71ecbb86e	true
